word1,word2,strategy,detail,cosine_similarity,human_score,in_vocab
ufunde,unzama,morphological,class11,0.230313,0.356219,Both
ukaze.,"ukuzithoba,",morphological,class15_infinitive,0.457201,0.51504,Both
yamaciko.,"zokuzindla,",random_unrelated,,0.21849,0.197943,Both
uhambo,uyasizakala.,morphological,class11,0.29755,0.403285,Both
abasebenz,abazokwazi,morphological,class2_plural,0.234421,0.359095,Both
ukumsiza,ukubikele,morphological,class15_infinitive,0.523856,0.561699,Both
nami,olumhlophe,random_unrelated,,0.2185,0.19795,Both
ale,ziqhubeke,random_unrelated,,0.365938,0.301157,Both
abane,angu-150kw,random_unrelated,,0.251903,0.221332,Both
"behlangene,",uzinhle,cooccurrence,freq=4,0.191586,0.29911,Both
abantwana,amanzi,cooccurrence,freq=64,0.126016,0.253211,Both
amazambane,indishi,semantic_within,food,0.478561,0.559993,Both
nenguyazana,bazofakwa,random_unrelated,,0.472479,0.375735,Both
ezihlukene,ukulungisa,cooccurrence,freq=4,0.319761,0.388833,Both
"enkonzweni,",okukhulu.,cooccurrence,freq=22,0.191002,0.298701,Both
abaholi,esanele,cooccurrence,freq=16,0.142803,0.264962,Both
zokuxoxisana,imali.,random_unrelated,,0.180105,0.171073,Both
ukuhlasela,ukukuhlola,morphological,class15_infinitive,0.604282,0.617997,Both
zemvelo,zezenhlalo,random_unrelated,,0.413491,0.334444,Both
nesayensi,sirino,random_unrelated,,0.486098,0.385269,Both
abakhiqizi,bazakhela,cooccurrence,freq=242,0.174598,0.287218,Both
uzothanda,usikhulisele,morphological,class11,0.143072,0.29515,Both
ujabule,"uqobo,",morphological,class11,0.286091,0.395264,Both
umbuso,indlovukazi,semantic_within,government,0.482025,0.562418,Both
uphiwe,"sezitolo,",random_unrelated,,0.420498,0.339349,Both
ezimbalwa,zezwe,cooccurrence,freq=8,0.248062,0.338643,Both
ngokuhlonipha,"eqhuba,",random_unrelated,,0.1869,0.17583,Both
ujeqe,"usebenza,",morphological,class11,0.186002,0.325202,Both
ezahlukahlukene,ezibhedlela,random_unrelated,,0.260919,0.227643,Both
"ubudlelwane,","ukuthobeka,",cooccurrence,freq=2,0.360352,0.417247,Both
abantulayo,abanekhono,morphological,class2_plural,0.390248,0.468174,Both
bexoxa,"ngomusa,",cooccurrence,freq=2,0.338701,0.402091,Both
elimnandi,umndeni,cooccurrence,freq=30,0.278759,0.360131,Both
"emgungundlovu,",uyacula,cooccurrence,freq=18,0.331418,0.396993,Both
kucekela,zakhuluma,random_unrelated,,0.339114,0.28238,Both
ezizukulwaneni,ziyaphuza,random_unrelated,,0.261866,0.228306,Both
ababhalanga,"babegula,",cooccurrence,freq=2,0.435297,0.469708,Both
amasha,okumelana,cooccurrence,freq=2,0.29084,0.368588,Both
itheku,ihhotela,semantic_within,places,0.483137,0.563196,Both
unobhala,udidekile,morphological,class11,0.474525,0.527167,Both
izinqgondo,izikhwama,morphological,class8_plural,0.232972,0.35808,Both
wumphathiswa,nasemalokishini,random_unrelated,,0.378331,0.309832,Both
"obubandayo,",uyaphumelela.,random_unrelated,,0.11618,0.126326,Both
amasiko,isiko,semantic_within,culture,0.212564,0.373795,Both
ukususa,ukuyenza,morphological,class15_infinitive,0.516048,0.556233,Both
ingane,umuntu,semantic_within,family,0.281361,0.421953,Both
ezihlale,okuwusuku,random_unrelated,,0.144162,0.145913,Both
eshilo,uphiwayinkosi,cooccurrence,freq=52,0.331885,0.397319,Both
abantu,yempilo,cooccurrence,freq=56,0.120155,0.249108,Both
sizini,ukungena,cooccurrence,freq=2,0.410965,0.452675,Both
imoto,itekisi,semantic_within,transport,0.292964,0.430075,Both
kwalokho,wasiza,cooccurrence,freq=90,0.411594,0.453116,Both
kugcwele,udadewethu,random_unrelated,,0.162751,0.158926,Both
inja,isiko,semantic_across,animals_vs_culture,0.346956,0.332869,Both
"emgungundlovu,",izilwane,cooccurrence,freq=30,0.341562,0.404093,Both
abalimi,ngenhloso,cooccurrence,freq=54,0.095744,0.23202,Both
nongeke,noukudla,random_unrelated,,0.247728,0.21841,Both
imifino,ikhukhamba,semantic_within,food,0.436968,0.530878,Both
kusona,manager,random_unrelated,,0.456523,0.364566,Both
abasweleyo,bayazi,cooccurrence,freq=4,0.076603,0.218622,Both
1.,"mncwabe,",random_unrelated,,0.72962,0.555734,Both
abafundi,ngamasu,cooccurrence,freq=4,0.171169,0.284818,Both
itheku,ikhaya,semantic_within,places,0.001466,0.226026,Both
247),829),random_unrelated,,0.99559,0.741913,Both
ephenya,"ama-video,”",random_unrelated,,0.467508,0.372256,Both
unesi,uzilolonge,morphological,class11,0.374976,0.457483,Both
"apholile,",ofundaayo,random_unrelated,,0.23352,0.208464,Both
ukugadlana,ukukuhlola,morphological,class15_infinitive,0.477067,0.528947,Both
uzokwazi,ulethe,morphological,class11,0.381934,0.462353,Both
"sakhe,",imigomo,random_unrelated,,0.207259,0.190081,Both
uyicaza,usayine,morphological,class11,0.610702,0.622491,Both
konyaka.,kukho,random_unrelated,,0.22759,0.204313,Both
uwuqholo,unosipho.,morphological,class11,0.135556,0.289889,Both
isinkwa,inyama,semantic_within,food,0.343304,0.465313,Both
"enhliziyweni,",uyazithoba,cooccurrence,freq=4,0.311405,0.382983,Both
ucingo,umabonakude,semantic_within,technology,0.45672,0.544704,Both
inkosi,umsebenzi,cooccurrence,freq=54,0.197183,0.303028,Both
899),hhayi,random_unrelated,,0.227116,0.203981,Both
bayiqonda,leli,cooccurrence,freq=4,0.162211,0.278548,Both
wedwa:,yobumnandi,random_unrelated,,0.381446,0.312012,Both
ngokubekezela,uyaphendula,cooccurrence,freq=2,0.255715,0.344,Both
ligi,bashayele,random_unrelated,,0.514872,0.40541,Both
"sobunzima,","yesikole,",cooccurrence,freq=12,0.231178,0.326825,Both
abanakekeli,"sezinsuku,",cooccurrence,freq=2,0.268944,0.353261,Both
daytime,ikuthola,random_unrelated,,0.266598,0.231619,Both
ufuna,uyasaba,morphological,class11,0.273636,0.386546,Both
ukukhombisa,ukungaqondani.,morphological,class15_infinitive,0.268214,0.38275,Both
angasebenzi,okushisa,random_unrelated,,0.29444,0.251108,Both
kokunye,kuye,cooccurrence,freq=2,0.353808,0.412666,Both
itekisi,ukuhamba,semantic_within,transport,0.17984,0.350888,Both
isiyilokhu,isondela,morphological,class7_singular,0.509612,0.551729,Both
"lihlonishwe,",zonke,cooccurrence,freq=2,0.113919,0.244743,Both
ukwandisa,amaphuzu,random_unrelated,,0.252466,0.221727,Both
kakhulu,ukuthuthuka.,cooccurrence,freq=2,0.150766,0.270536,Both
iyabona,i-video,morphological,class5_singular,0.193528,0.330469,Both
iyabona,i-affinity,morphological,class5_singular,0.145566,0.296896,Both
uyaziqhenya,ushaya,morphological,class11,0.189197,0.327438,Both
uyaphathwa,usedalule,morphological,class11,0.204908,0.338436,Both
ijabule,ibiphuma,morphological,class5_singular,0.168704,0.313093,Both
usizo,"u-amandlenkosi,",morphological,class11,0.065412,0.240788,Both
bavamise,ekuseni,cooccurrence,freq=2,0.067487,0.212241,Both
bathanda,izimfundiso,cooccurrence,freq=8,0.267822,0.352476,Both
ukuphilisana,ukubonakala,morphological,class15_infinitive,0.180664,0.321465,Both
bexoxa,ngezinhlelo,cooccurrence,freq=6,0.323211,0.391248,Both
uyalanda,ushiye,morphological,class11,0.185172,0.32462,Both
unika,uwumcimbi,morphological,class11,0.224587,0.352211,Both
uzocula,ucic,morphological,class11,0.278594,0.390016,Both
uyaesaba,ubudokotela,morphological,class11,0.195722,0.332005,Both
izindaba.,"yenkosi,",random_unrelated,,0.211819,0.193273,Both
umhlengikazi,isiteshi,semantic_across,health_vs_police_law,0.169924,0.208947,Both
nale,uyijeqeza,random_unrelated,,0.48376,0.383632,Both
imeya,isizwe,semantic_within,government,0.116159,0.306312,Both
kwansuku,awu-19,random_unrelated,,0.281122,0.241785,Both
ukuze,ukuhlomisa,morphological,class15_infinitive,0.118064,0.277645,Both
ukuzenzela,kumele,random_unrelated,,0.029886,0.065921,Both
"zokuphumelela,",eyenza,random_unrelated,,0.088972,0.10728,Both
umndeni,abantu,semantic_within,family,0.248063,0.398644,Both
yabo,zinzima,cooccurrence,freq=24,0.205512,0.308859,Both
ukungcola,ukhale,morphological,class15_infinitive,0.440697,0.503488,Both
nomkhondo,semisebenzi.,random_unrelated,,0.243545,0.215481,Both
imidlalo,ukudlala,semantic_within,sport,0.349202,0.469441,Both
ukhanyisile,ukudlulela,morphological,class15_infinitive,0.185301,0.324711,Both
ngezakhamzimba.,wabangani,random_unrelated,,0.182538,0.172776,Both
usbahle,uhlulekile,morphological,class11,0.401225,0.475857,Both
unomfundo,uzophila,morphological,class11,0.219125,0.348387,Both
imiphongolo,nginokwesekwa,random_unrelated,,0.238559,0.211991,Both
icwecwe,ikhwaya,semantic_within,music,0.509107,0.581375,Both
aphindisela.,ziya,random_unrelated,,0.216817,0.196772,Both
omkhulu,ukhule,cooccurrence,freq=1034,0.12476,0.252332,Both
irobhothi,ibhayisikili.,morphological,class5_singular,0.518357,0.55785,Both
ukuhlanganyela,ukubikele,morphological,class15_infinitive,0.376083,0.458258,Both
ngiwuthisha,bephumula,random_unrelated,,0.094164,0.110915,Both
yakwamanye,ukushaqeka,random_unrelated,,0.600114,0.46508,Both
"yasentuzuma,",esike,random_unrelated,,0.627477,0.484234,Both
abanikwe,ese-seedling,random_unrelated,,0.392854,0.319998,Both
unakekela,ungahamba,morphological,class11,0.306958,0.40987,Both
amazambane,umculo,semantic_across,food_vs_music,0.366694,0.346686,Both
ayikathuthuki,kumenywa,random_unrelated,,0.451272,0.36089,Both
esitolo.,sebungenile,random_unrelated,,0.432027,0.347419,Both
iphesheya,ifuture,morphological,class5_singular,0.316084,0.416259,Both
"endleleni,",isikole,cooccurrence,freq=12,0.339158,0.402411,Both
wawo,abaseqenjini.,random_unrelated,,0.198579,0.184005,Both
nosomabhizinisi,nalokho.,random_unrelated,,0.365548,0.300884,Both
"engahlolwanga,",zimise,random_unrelated,,0.205143,0.1886,Both
ephila,ngendlela,cooccurrence,freq=672,0.269858,0.3539,Both
asekubumbananeni,izingubo,cooccurrence,freq=6,0.283934,0.363754,Both
udidekile,unginikeze,morphological,class11,0.378926,0.460248,Both
uflavio,ubengakabi,morphological,class11,0.628903,0.635232,Both
"elikhulu,",ingane,cooccurrence,freq=4,0.140936,0.263655,Both
"ngenyanga,",wajabula,cooccurrence,freq=22,0.379565,0.430696,Both
ukhuni,umdlalo,semantic_across,nature_vs_sport,0.319431,0.313602,Both
ukuzindla,ukuzingela,morphological,class15_infinitive,0.59728,0.613096,Both
izinqumo.,izimvelo,morphological,class8_plural,0.351802,0.441261,Both
ubisi,isitsha,semantic_within,food,0.593473,0.640431,Both
umculi,ubuntu,semantic_across,music_vs_culture,0.092428,0.154699,Both
ububha.,ubabone.,morphological,class11,0.426151,0.493306,Both
undlovu,u-anton,morphological,class11,0.619877,0.628914,Both
unozipho,uyezwa,morphological,class11,0.325744,0.423021,Both
ubuhlebezwe,uyakhumbula,cooccurrence,freq=32,0.61174,0.593218,Both
eziningi,zifundiswa,cooccurrence,freq=2,0.096177,0.232324,Both
bayaziwa,"yomdabu,",cooccurrence,freq=8,0.159247,0.276473,Both
ngibuya,oseyokwenza,random_unrelated,,0.500009,0.395006,Both
ukubekezela,enhlangothini.,random_unrelated,,0.262366,0.228657,Both
inja,ngokushortage,random_unrelated,,0.189488,0.177641,Both
amakhasimende,78),random_unrelated,,0.181561,0.172092,Both
kokuthenga.,bunjalo,random_unrelated,,0.321733,0.270213,Both
"baphoxeke,",okuthe,random_unrelated,,0.371844,0.305291,Both
unalo,ungaphumuli.,morphological,class11,0.421923,0.490346,Both
amaphoyisa,isibhamu,semantic_within,police_law,0.508346,0.580842,Both
izitsha,omnci,cooccurrence,freq=34,0.50624,0.519368,Both
izinhloso,kahle,cooccurrence,freq=6,0.201257,0.30588,Both
ukwelashwa,ukuzokwethula,morphological,class15_infinitive,0.21145,0.343015,Both
nendawo,umnotho,cooccurrence,freq=26,0.09142,0.228994,Both
kuyacaca,ubongani,cooccurrence,freq=38,0.378113,0.429679,Both
ubuhlobo,uramagwede.,morphological,class11,0.134717,0.289302,Both
iphepha,isiko,semantic_across,education_vs_culture,0.1458,0.19206,Both
obumbene,"bachume.""",random_unrelated,,0.306475,0.259532,Both
ibiveza,umndeni,cooccurrence,freq=2,0.136631,0.260642,Both
ukuchumisa,ukukunika,morphological,class15_infinitive,0.576558,0.598591,Both
uyazama,uqikelele,morphological,class11,0.086366,0.255456,Both
unqamule,uzoqasha,morphological,class11,0.361712,0.448198,Both
izinto,"sasekhaya,",cooccurrence,freq=2,0.024393,0.182075,Both
athuthuke,sithuthuke,cooccurrence,freq=58,0.158054,0.275638,Both
abazenzayo,"mbatha,",random_unrelated,,0.196267,0.182387,Both
"ukuthobeka,",ukuqina,morphological,class15_infinitive,0.119187,0.278431,Both
uzofike,uyimvelaphi,morphological,class11,0.195136,0.331595,Both
abaphase,abayiqonde,morphological,class2_plural,0.282932,0.393052,Both
uvamise,uthengele,morphological,class11,0.297646,0.403352,Both
nasobhuqwini.,umdali,random_unrelated,,0.339236,0.282466,Both
idolobha,itheku,semantic_within,places,0.198951,0.364266,Both
ngiyizwe,ye-jazz,random_unrelated,,0.477419,0.379194,Both
sijulile,olumqoka,random_unrelated,,0.453802,0.362661,Both
imali,ingcebo,semantic_within,money,0.290041,0.428028,Both
iwuhambo,ibhayisikili.,morphological,class5_singular,0.514501,0.55515,Both
ithi,"ilanga,",morphological,class5_singular,0.109782,0.271848,Both
abahambi,abayaye,morphological,class2_plural,0.396795,0.472757,Both
abaphezulu,abafike,morphological,class2_plural,0.196034,0.332224,Both
amasiko,ngesibindi,cooccurrence,freq=2,0.220831,0.319582,Both
izilwane,izinja,semantic_within,animals,0.23723,0.391061,Both
ezinhle,"wasemasimini,",cooccurrence,freq=2,-0.00158,0.163894,Both
kwabaqeqeshi,"ngomuso.""",random_unrelated,,0.401407,0.325985,Both
omdala,ukuze,cooccurrence,freq=2668,0.247139,0.337997,Both
ukuhlolwa,ukushisela,morphological,class15_infinitive,0.404057,0.47784,Both
empumalanga,umngane,cooccurrence,freq=8,0.294818,0.371372,Both
inhlamvu,isiteshi,semantic_within,police_law,0.413671,0.514569,Both
ungaphazamiseki,ufika,morphological,class11,0.515464,0.555825,Both
imiphongolo,elibalulekile,random_unrelated,,0.322485,0.27074,Both
249),“yilapho,random_unrelated,,0.260789,0.227552,Both
emaqandeni,ama-drive,random_unrelated,,0.547816,0.428471,Both
training,endlini,random_unrelated,,0.260515,0.227361,Both
abazenzile,"ezinhle,",cooccurrence,freq=320,0.234221,0.328955,Both
uyajabula,uthole,morphological,class11,0.189237,0.327466,Both
ikati,izinkomo,semantic_within,animals,0.243529,0.39547,Both
enhle.,unomcebo,cooccurrence,freq=4,0.20715,0.310005,Both
kwabafundi,okujulile,cooccurrence,freq=2,0.404021,0.447815,Both
"eziqotho,",ubuhlobo,cooccurrence,freq=14,0.084538,0.224176,Both
imikhankaso,mubi,random_unrelated,,0.314159,0.264911,Both
"iqembu,",ngokhuthalo.,random_unrelated,,0.231055,0.206738,Both
eyakwenza,ezikhungweni.,random_unrelated,,0.242861,0.215002,Both
omculo,wabo,cooccurrence,freq=570,0.187757,0.29643,Both
"elihle,",umasipala,cooccurrence,freq=2,0.276905,0.358834,Both
asebenzisane,422),random_unrelated,,0.114438,0.125107,Both
wedijithali,"eziyisithupha,",random_unrelated,,0.579522,0.450666,Both
nangaphandle,"akayohlolwa,",random_unrelated,,0.279686,0.24078,Both
ukhozi,ukuqopha,morphological,class15_infinitive,0.395587,0.471911,Both
inyuvesi,umtapo,semantic_within,education,0.367918,0.482543,Both
ukuxhumana,umsakazo,semantic_within,technology,0.213575,0.374502,Both
odilikajele,nolusezingeni,random_unrelated,,0.339035,0.282324,Both
unike,"ubufakazi,",morphological,class11,0.362916,0.449041,Both
ukulimala,"ukubonga,",morphological,class15_infinitive,0.17543,0.317801,Both
uzocula,uzofika,morphological,class11,0.697065,0.682945,Both
izingane,ulwazi,cooccurrence,freq=330,0.256853,0.344797,Both
uzame,uhlanganyela,morphological,class11,0.187437,0.326206,Both
uyaphumelela.,ulinda.,morphological,class11,0.589661,0.607763,Both
lomkhiqizo,nokusetshenziswa,random_unrelated,,0.290857,0.2486,Both
"okukhulu,",phakathi,cooccurrence,freq=4,0.187156,0.29601,Both
ihlathi,ulwandle,semantic_within,nature,0.280088,0.421062,Both
ingane,isiteshi,semantic_across,family_vs_police_law,0.203425,0.232398,Both
nangokuphelele.,ngo-2,random_unrelated,,0.220615,0.199431,Both
iphepha,ukufunda,semantic_within,education,0.046109,0.257276,Both
kuveza,zosuku,cooccurrence,freq=2,0.35788,0.415516,Both
elahlwa,awusenabudlelwano,random_unrelated,,0.42852,0.344964,Both
basimama,omakhelwane,cooccurrence,freq=48,0.173783,0.286648,Both
izintambo,"izifundo,",morphological,class8_plural,0.27363,0.386541,Both
ashayele,bhizinisi,random_unrelated,,0.419746,0.338822,Both
uzithele,"ubudokotela,",morphological,class11,0.25089,0.370623,Both
ukusakazeka,enquthu.,random_unrelated,,0.42932,0.345524,Both
"enhle,",uyalanda,cooccurrence,freq=16,0.134087,0.258861,Both
eyayisefnb,rally,cooccurrence,freq=2,0.814752,0.735326,Both
inyuvesi,ukubhala,semantic_within,education,0.266494,0.411546,Both
ize,ibonakala,morphological,class5_singular,0.401894,0.476326,Both
ibaluleke,uyakhuthaza,cooccurrence,freq=2,0.212434,0.313704,Both
sezimvula.,zokusekela,random_unrelated,,0.167564,0.162295,Both
uyachaza,ubarns,morphological,class11,0.080228,0.25116,Both
"abazithandayo,",788),random_unrelated,,0.156093,0.154265,Both
uthemba,"uthando,",morphological,class11,0.177398,0.319179,Both
ukulimala,ukusinda,morphological,class15_infinitive,0.353853,0.442697,Both
"ulwazi,",yomsebenzi,cooccurrence,freq=4,0.188922,0.297246,Both
uyajabula,uthandeka,morphological,class11,0.45474,0.513318,Both
ifaka,ukungabi,random_unrelated,,0.397089,0.322962,Both
umfula,imifula,semantic_within,nature,0.470535,0.554375,Both
bengamfaki,siyobuyelwa,random_unrelated,,0.437703,0.351392,Both
isadayisa,mncube.,random_unrelated,,0.692958,0.530071,Both
ifunda,imu-x,random_unrelated,,0.14797,0.148579,Both
ibhange,idolobha,semantic_across,money_vs_places,0.380907,0.356635,Both
usihlalo,udabuka,morphological,class11,0.471674,0.525172,Both
isikole,ukufunda,semantic_within,education,0.214969,0.375478,Both
idolobha,isikhungo,semantic_within,places,0.124041,0.311829,Both
ihlosi,izinkomo,semantic_within,animals,0.368842,0.483189,Both
ukusekwa,ukulwa,morphological,class15_infinitive,0.356822,0.444776,Both
obuthinta,labaculi,random_unrelated,,0.240465,0.213326,Both
amathuba.,amanga,morphological,class6_plural,0.517685,0.55738,Both
"ukholo,",ukunika,morphological,class15_infinitive,0.190459,0.328321,Both
unota,"u-2023,",morphological,class11,0.636651,0.640656,Both
ukuziqonda,899),random_unrelated,,0.121474,0.130031,Both
elihle,ukubaluleka,cooccurrence,freq=16,0.23892,0.332244,Both
imifula,imithi,semantic_within,nature,0.468995,0.553297,Both
ubisi,imifino,semantic_within,food,0.42892,0.525244,Both
zokungcebeleka.,yezemidlalo,random_unrelated,,0.182347,0.172643,Both
sekusondele,nemathematics.,random_unrelated,,0.573916,0.446741,Both
"ukuhamba,",ujabulela,random_unrelated,,0.451289,0.360902,Both
hambo,i-zoo,random_unrelated,,0.64012,0.493084,Both
izinja,ukuhamba,semantic_across,animals_vs_transport,0.182612,0.217828,Both
ukufudumala,ukubonga,morphological,class15_infinitive,0.29885,0.404195,Both
ukudla,itekisi,semantic_across,food_vs_transport,0.058946,0.131262,Both
edamini,enkulu,cooccurrence,freq=4,0.135216,0.259651,Both
sasemgungundlovu,philisi,random_unrelated,,0.472118,0.375483,Both
abantu,"izithombe,",cooccurrence,freq=2,-0.012583,0.156192,Both
umculo,umculi,semantic_within,music,0.580742,0.63152,Both
kumasizini,okwenzekayo,cooccurrence,freq=2,0.186192,0.295334,Both
iqhude,izilwane,semantic_within,animals,0.178416,0.349891,Both
sayo,sidinga,cooccurrence,freq=2,0.295881,0.372117,Both
banikela,sethu,cooccurrence,freq=60,0.115937,0.246156,Both
nesintu.,nokuphefumula,random_unrelated,,0.342092,0.284465,Both
enkonzweni,ifunda,cooccurrence,freq=2,0.284139,0.363897,Both
abawu-16,abawu-14,morphological,class2_plural,0.977577,0.879304,Both
uphiko,ulondie,morphological,class11,0.68174,0.672218,Both
indlovukazi,inkohlakalo,semantic_within,government,0.597328,0.643129,Both
emfundo,nemibono,random_unrelated,,0.164757,0.16033,Both
eliqhakazile,esidingeka,random_unrelated,,0.159651,0.156756,Both
755),ongazenza,random_unrelated,,0.265273,0.230691,Both
ungene,ucansi,morphological,class11,0.410089,0.482062,Both
izwe,liyabazisa,cooccurrence,freq=6,0.308692,0.381084,Both
azizwe,umenza,cooccurrence,freq=2,0.644022,0.615815,Both
zikhiqizwa,likhanya,random_unrelated,,0.181786,0.17225,Both
amandla,ibona,cooccurrence,freq=6,0.153564,0.272495,Both
abakhayo,abambe,morphological,class2_plural,0.411824,0.483277,Both
udokotela,isifo,semantic_within,health,0.063012,0.269108,Both
bathole,ngezinga,cooccurrence,freq=576,0.25623,0.344361,Both
ibumba,ibiveza,morphological,class5_singular,0.372298,0.455608,Both
"iphesheya,",i-quad,morphological,class5_singular,0.349409,0.439586,Both
eyishumi,ezikhuthele,cooccurrence,freq=6,0.212736,0.313915,Both
azithandazele,yedemokhrasi.,random_unrelated,,0.225499,0.202849,Both
senkokhelo,idlalela,random_unrelated,,0.519333,0.408533,Both
baphakamisa,bezindlu,cooccurrence,freq=222,0.183631,0.293542,Both
ngokushesha,ongamisa,cooccurrence,freq=8,0.299849,0.374894,Both
u-2030,uvula,morphological,class11,0.504588,0.548211,Both
njengezobuchwepheshe,kungavotwa,random_unrelated,,0.350548,0.290383,Both
nomalahle,kwafeyila,random_unrelated,,0.542711,0.424898,Both
"nzima,",umndeni,cooccurrence,freq=56,0.18046,0.291322,Both
ibalulekile.,iligi,morphological,class5_singular,0.117145,0.277002,Both
esontweni,ikusasa,cooccurrence,freq=12,0.104259,0.237982,Both
kwikhomishini.,ezidlule,random_unrelated,,0.253389,0.222372,Both
inyama,amazambane,semantic_within,food,0.352746,0.471922,Both
usnenhlanhla,wabhala,cooccurrence,freq=24,0.600327,0.585229,Both
emishadweni,ngamaholidi,random_unrelated,,0.259839,0.226887,Both
inyuvesi,isivivinyo,semantic_within,education,0.263157,0.40921,Both
ohlwini,okufanele,cooccurrence,freq=2,0.364402,0.420081,Both
ezindabeni,uthi,random_unrelated,,0.250574,0.220402,Both
abayenzayo,izibonelelo,random_unrelated,,0.293136,0.250195,Both
emndeni,ukukuhlola,cooccurrence,freq=2,0.129013,0.255309,Both
ukunakekelwa.,ukulinda,morphological,class15_infinitive,0.326663,0.423664,Both
sibona,uyesaba,cooccurrence,freq=46,0.353434,0.412404,Both
eziphunyukayo,kwami.,random_unrelated,,0.423057,0.34114,Both
395),628),random_unrelated,,0.995328,0.741729,Both
zifumana,waminyaka,random_unrelated,,0.261462,0.228023,Both
indoda,ingane,semantic_within,family,0.402615,0.506831,Both
yokuzazana.,e-dut.,random_unrelated,,0.431208,0.346846,Both
kukandlovu.,zakho.,random_unrelated,,0.280661,0.241463,Both
amandla,isolezwe,cooccurrence,freq=2,0.031454,0.187018,Both
umgqigqo,umphako,morphological,class1_singular,0.374436,0.457105,Both
ucassper,"uhlabisa,odabuka",morphological,class11,0.719008,0.698306,Both
uwuqholo,uwoyela,morphological,class11,0.247213,0.368049,Both
ngisho,izindaba.,random_unrelated,,0.276566,0.238596,Both
ilanga,noubukhosi,cooccurrence,freq=6,0.257919,0.345543,Both
macg,angisize,random_unrelated,,0.626046,0.483232,Both
bathuthuke,ngentshiseko,cooccurrence,freq=66,0.183998,0.293799,Both
udlubu,uzibusisa,morphological,class11,0.357416,0.445192,Both
bayazizwa,"nawo,”",random_unrelated,,0.215469,0.195829,Both
babonga,esikhulu,cooccurrence,freq=8,0.165725,0.281008,Both
amahhashi,umculo,semantic_across,animals_vs_music,0.375478,0.352835,Both
kokucabanga,uyathenga,cooccurrence,freq=64,0.354444,0.413111,Both
ujanuwari,usma,morphological,class11,0.482425,0.532697,Both
noma,zazenziwa,cooccurrence,freq=2,0.194943,0.30146,Both
baqale,unyaka,cooccurrence,freq=4,0.164289,0.280002,Both
ulale,uphathwa,morphological,class11,0.146044,0.297231,Both
futhi,wokuthi,cooccurrence,freq=2,0.06085,0.207595,Both
imisho,zabathengi,random_unrelated,,0.19976,0.184832,Both
usumdala:,plan,random_unrelated,,0.640026,0.493018,Both
uyaphila,ungalahlekelwa,morphological,class11,0.165457,0.31082,Both
ubhale,uphendule,morphological,class11,0.568964,0.593275,Both
i-bcom,ibhubesi,morphological,class5_singular,0.641776,0.644243,Both
asewenzile,akuchaze,random_unrelated,,0.517442,0.407209,Both
ojulile,wafunda,cooccurrence,freq=4,0.236216,0.330351,Both
izinyathelo,yokukhathala,cooccurrence,freq=2,0.188917,0.297242,Both
isinkwa,isincozuliwe.,morphological,class7_singular,0.724902,0.702432,Both
ezidingweni,ukufundiswa,random_unrelated,,0.274125,0.236887,Both
"maduze,",wahleka,cooccurrence,freq=14,0.556938,0.554856,Both
amakhona,bayacabanga,random_unrelated,,0.108612,0.121029,Both
makhono,wukumila,random_unrelated,,0.265332,0.230733,Both
"ubukhosi,",usale,morphological,class11,0.143875,0.295713,Both
izimvu,amahhashi,semantic_within,animals,0.372431,0.485702,Both
yalokhu,kuhunyushwe,random_unrelated,,0.328725,0.275108,Both
ubungazinakile,unodaka.,morphological,class11,0.251896,0.371327,Both
bezemidlalo,ngokukhuthala,cooccurrence,freq=6,0.208335,0.310835,Both
basenyuvesi,"yenhlalakahle,",cooccurrence,freq=6,0.256167,0.344317,Both
lokuxhumana,nekhomishini,random_unrelated,,0.324009,0.271806,Both
kube,kubhekwe,cooccurrence,freq=2,0.181422,0.291995,Both
ababusisekile,abashadayo,morphological,class2_plural,0.270168,0.384118,Both
u-aden,ubukhazikhazi,morphological,class11,0.607706,0.620394,Both
umfundi,uhambo,semantic_across,education_vs_transport,0.11734,0.172138,Both
imu-x,lolwazi.,random_unrelated,,0.35295,0.292065,Both
"encane,","konyaka,",cooccurrence,freq=26,0.304022,0.377815,Both
bakhe,kanti,cooccurrence,freq=6,0.083923,0.223746,Both
lomhlaba,357),random_unrelated,,0.120562,0.129393,Both
neqembu,ukusebenza,cooccurrence,freq=2,-0.061427,0.122001,Both
ubalulekile,uyahlonishwa,morphological,class11,0.18843,0.326901,Both
uzothini,uqhawekazi,morphological,class11,0.42471,0.492297,Both
ukuhlinzeka,ukuhlinzwa,morphological,class15_infinitive,0.803341,0.757339,Both
i-suspension,iwunqobe,morphological,class5_singular,0.834648,0.779254,Both
wokwakheka,324),random_unrelated,,0.2095,0.19165,Both
uveze,uye,morphological,class11,0.217165,0.347015,Both
uthisha,umtapo,semantic_within,education,0.250837,0.400586,Both
ehlathini,noikhaya,cooccurrence,freq=4,0.18328,0.293296,Both
umvuzo,umlomo.,morphological,class1_singular,0.519863,0.558904,Both
"ububele,",uqolothakamango,morphological,class11,0.366002,0.451201,Both
emfuleni,kuyiqiniso,cooccurrence,freq=28,0.306655,0.379658,Both
aqale,waqhubeka,cooccurrence,freq=2,0.496027,0.512219,Both
amadodana,amasondo,morphological,class6_plural,0.200109,0.335076,Both
konyaka.,athakwa,random_unrelated,,0.254856,0.223399,Both
ithemba,ithawula,morphological,class5_singular,0.185836,0.325085,Both
umvuzo,nodumo,random_unrelated,,0.254356,0.223049,Both
