word1,word2,strategy,detail,cosine_similarity,heuristic_score,in_vocab
ngathi,ezikhindini,random_unrelated,,0.24767,0.208602,Both
umthetho.,umnyango.,morphological,class1_singular,0.429781,0.517868,Both
iveni,iqhathaniswa,morphological,class5_singular,0.399384,0.49963,Both
ukuhamba,ukwelapha,semantic_across,transport_vs_health,0.264619,0.278771,Both
enkampanini,wamavidiyo,random_unrelated,,0.459613,0.335768,Both
ukuhlenga,oyisipesheli,random_unrelated,,0.234567,0.20074,Both
lwekwazulu-natal,473),random_unrelated,,0.290056,0.234033,Both
ngokuziphatha,i-african,random_unrelated,,0.250646,0.210387,Both
elicokeme.,ibe,cooccurrence,freq=2,0.581376,0.568826,Both
kepha,okwenza,cooccurrence,freq=2,0.268601,0.381161,Both
bawenze,konompempe,random_unrelated,,0.269912,0.221947,Both
nokuhlela,476),random_unrelated,,0.364612,0.278767,Both
kwezinhlelo,ubuthongo,cooccurrence,freq=2,0.450198,0.490119,Both
ikhaya,indlu,semantic_within,places,0.592281,0.655369,Both
ngibasho,"kungenasizathu,",random_unrelated,,0.338539,0.263124,Both
uthando,ufike,morphological,class11,0.212068,0.387241,Both
umfana,inkosi,semantic_across,family_vs_government,0.312451,0.307471,Both
uke,ungqongqoshe,morphological,class11,0.492191,0.555315,Both
709),nokusetshenziswa,random_unrelated,,0.300392,0.240235,Both
uzizwe,uqedile,morphological,class11,0.433641,0.520185,Both
ukuhlangana,ukukhishwa,morphological,class15_infinitive,0.283723,0.430234,Both
uvula,uyagijima,morphological,class11,0.337657,0.462594,Both
u-r230,ubhekani,morphological,class11,0.402535,0.501521,Both
bahlela,behlanganyela,cooccurrence,freq=2,0.495547,0.517328,Both
kuwona,nesilungele,cooccurrence,freq=2,0.404853,0.462912,Both
ukucabanga,iqhathaniswa,random_unrelated,,0.275503,0.225302,Both
empumelelo.,esifundazweni.,random_unrelated,,0.407458,0.304475,Both
ukuziphuza,ukungayihloniphi,morphological,class15_infinitive,0.506653,0.563992,Both
ubudlelwane,uyakholelwa,morphological,class11,0.366846,0.480107,Both
zama-computer,bahamba,random_unrelated,,0.186242,0.171745,Both
umtapo,awenzela,random_unrelated,,0.211454,0.186872,Both
uhambo,imifula,semantic_across,transport_vs_nature,0.240392,0.264235,Both
isivinini,ka-28,random_unrelated,,0.347941,0.268765,Both
sesiyiswa,eziya,random_unrelated,,0.18444,0.170664,Both
659),emshadweni.,cooccurrence,freq=2,0.773283,0.68397,Both
umnuz,umbuso,morphological,class1_singular,0.561879,0.597127,Both
isikole,izithelo,cooccurrence,freq=4,0.248249,0.368949,Both
ethiya,377),random_unrelated,,0.417431,0.310459,Both
imfundo,"womphakathi,",cooccurrence,freq=2,0.318254,0.410953,Both
iculo,lubiza,random_unrelated,,0.451058,0.330635,Both
abequlwa,eziyiqiniso,random_unrelated,,0.294531,0.236718,Both
abashadayo,"yabo,",cooccurrence,freq=2000,0.700632,0.640379,Both
abafundi,zokuzilolonga,cooccurrence,freq=4,0.34863,0.429178,Both
"2025,",kanti,cooccurrence,freq=2,0.370403,0.442242,Both
20.,singeqisi,random_unrelated,,0.39592,0.297552,Both
"mission,",namaphoyisa,cooccurrence,freq=2,0.582258,0.569355,Both
mboni.,bakhuthaza,random_unrelated,,0.185373,0.171224,Both
umqhudelwano,umhlabathi,morphological,class1_singular,0.344083,0.46645,Both
umdlalo,ukudlala,semantic_within,sport,0.446541,0.567925,Both
ungakhathazekile,uyolinda,morphological,class11,0.330295,0.458177,Both
inja,ihlosi,semantic_within,animals,0.736995,0.742197,Both
abasuka,abanamava,morphological,class2_plural,0.606551,0.623931,Both
ikhukhamba,imidlalo,semantic_across,food_vs_sport,0.192714,0.235628,Both
makhaza,"wayo,",cooccurrence,freq=2,0.351982,0.431189,Both
befunda,izimfundiso,cooccurrence,freq=12,0.610533,0.58632,Both
ngokwehlukile,ngokusemthethweni.,random_unrelated,,0.455379,0.333227,Both
icwecwe,ikhwaya,semantic_within,music,0.353379,0.512028,Both
uyinhloko,uhambele,morphological,class11,0.263484,0.41809,Both
"yokupholisa,",ngeyezindaba,random_unrelated,,0.331914,0.259149,Both
olukhishwe,wezemfundo,cooccurrence,freq=4,0.501887,0.521132,Both
ngaleli,sebesize,random_unrelated,,0.332734,0.25964,Both
kungaba,obalahlekele,random_unrelated,,0.38314,0.289884,Both
izakhamizi,zithinta,cooccurrence,freq=2,0.628062,0.596837,Both
kuma-playoff,lidlala,cooccurrence,freq=2,0.573113,0.563868,Both
idolobha,indlu,semantic_within,places,0.354858,0.512915,Both
uzama,ucansi,morphological,class11,0.374145,0.484487,Both
igama,ikuthola,morphological,class5_singular,0.208592,0.385155,Both
uvala,ubathintile,morphological,class11,0.346936,0.468162,Both
ikati,inyoni,semantic_within,animals,0.525183,0.61511,Both
usenona.,uyaqhubeka.,morphological,class11,0.453944,0.532366,Both
nohambo,i-cool,random_unrelated,,0.483145,0.349887,Both
udweshu,ulwa,morphological,class11,0.377011,0.486206,Both
kuka-177,ezimweni,random_unrelated,,0.399097,0.299458,Both
impumelelo,imfundo,semantic_within,education,0.358064,0.514838,Both
efanele.,ukutshala,cooccurrence,freq=2,0.238865,0.363319,Both
iqhaza,kwezemidlalo,cooccurrence,freq=2,0.346598,0.427959,Both
eyedwa,owayehlezi,cooccurrence,freq=2,0.632353,0.599412,Both
izokhishwa,izinkonzo,morphological,class8_plural,0.317313,0.450388,Both
uvezele,usimame,morphological,class11,0.344264,0.466559,Both
obuhle.,"ubuntu,",cooccurrence,freq=2,0.551071,0.550643,Both
ubambisene,ubarns,morphological,class11,0.404053,0.502432,Both
ungenza,uzwakale,morphological,class11,0.365011,0.479006,Both
ezithile,ukulimazana,cooccurrence,freq=2,0.454196,0.492517,Both
"ukubekezela,",ukunikezwa,morphological,class15_infinitive,0.441498,0.524899,Both
ukukhiphela,ukulalela,random_unrelated,,0.421873,0.313124,Both
abayifunayo,abazokwazi,random_unrelated,,0.522125,0.373275,Both
lapho,ngokwakha,cooccurrence,freq=2,0.214292,0.348575,Both
ungakuthola,u-100%.,morphological,class11,0.361683,0.47701,Both
abathe,abasizile,morphological,class2_plural,0.629727,0.637836,Both
uhulumeni,umasipala,semantic_within,government,0.289075,0.473445,Both
ufebhuwari,uweisy,morphological,class11,0.55391,0.592346,Both
540),emshadweni.,cooccurrence,freq=2,0.783966,0.690379,Both
ukufundisa,ukuqashwa,morphological,class15_infinitive,0.410889,0.506533,Both
ngama-pedal,nokuyenza,cooccurrence,freq=2,0.464126,0.498475,Both
ukubheka,ukungaphumeleli,morphological,class15_infinitive,0.3196,0.45176,Both
azophinda,esiseduze,random_unrelated,,0.167464,0.160478,Both
indoda,ingane,semantic_within,family,0.440114,0.564068,Both
esekhulile,lwezamabhizinisi,cooccurrence,freq=2,0.472888,0.503733,Both
131),"iphakeme,",random_unrelated,,0.495168,0.357101,Both
"womhlaba,","msakazo,",random_unrelated,,0.353233,0.27194,Both
bamatekisi,lutho,cooccurrence,freq=2,0.428075,0.476845,Both
ingakho,inamabala,morphological,class9_singular,0.372046,0.483228,Both
nemfashini,zayo,cooccurrence,freq=262,0.735605,0.661363,Both
sami.,umqhudelwano,cooccurrence,freq=2,0.476302,0.505781,Both
uqale,ushayelele,morphological,class11,0.368841,0.481305,Both
inyuvesi,ukubhala,semantic_within,education,0.297168,0.478301,Both
amahora,amahlanu,morphological,class6_plural,0.57957,0.607742,Both
ngisagcina,nokukhuthaza,random_unrelated,,0.210869,0.186522,Both
umfowethu,"wokukhulekela,",random_unrelated,,0.431433,0.31886,Both
ziya,wabalwa,random_unrelated,,0.181011,0.168607,Both
bayayigeza,yabazali,cooccurrence,freq=2,0.49691,0.518146,Both
abanye,befuna,cooccurrence,freq=4,0.377142,0.446285,Both
ngeke,washeshe,cooccurrence,freq=2,0.366124,0.439674,Both
ufebhuwari,udale,morphological,class11,0.340124,0.464074,Both
abafundi,khumalo,cooccurrence,freq=2,0.40577,0.463462,Both
kasomabhizinisi,kuma-37th,cooccurrence,freq=2,0.388319,0.452992,Both
iziphuzo,usuke,cooccurrence,freq=2,0.355282,0.433169,Both
kujiyile,njengeligi,random_unrelated,,0.359814,0.275888,Both
lapho,ubone,cooccurrence,freq=2,0.193351,0.336011,Both
uvezele,usuxoshiwe.,morphological,class11,0.357662,0.474597,Both
yalowo,kwaserhodes,random_unrelated,,0.397814,0.298689,Both
ukuzofunda,ukuzimela,morphological,class15_infinitive,0.402857,0.501714,Both
naledzani,ukuxhumana,random_unrelated,,0.410948,0.306569,Both
beqhubeka,"ngcobo,",cooccurrence,freq=2,0.431845,0.479107,Both
zeningi,ebomvu,random_unrelated,,0.266746,0.220048,Both
kuka-2,"yethelevishini,",random_unrelated,,0.279666,0.2278,Both
kwezindawo,ngefortuner,random_unrelated,,0.169508,0.161705,Both
ubuthelezi,uyilingise,morphological,class11,0.322795,0.453677,Both
uzwakale,ungisize,morphological,class11,0.393465,0.496079,Both
abangaphezu,abalandeli.,morphological,class2_plural,0.462566,0.53754,Both
ayigcini,"kuyona,",random_unrelated,,0.364031,0.278418,Both
futhi,odumile.,cooccurrence,freq=2,0.24724,0.368344,Both
ubezomthumelela,uphakama,morphological,class11,0.326071,0.455642,Both
"ukubekezela,",lilepo,random_unrelated,,0.192045,0.175227,Both
u-2030,unguye,morphological,class11,0.325839,0.455503,Both
ithemba,ichaza,morphological,class5_singular,0.296481,0.437889,Both
omashonisa,uyicaza,random_unrelated,,0.308771,0.245263,Both
upheka,uzibona,morphological,class11,0.24964,0.409784,Both
i-anc,ivuma,morphological,class5_singular,0.456618,0.533971,Both
igama,iquantum,morphological,class5_singular,0.364117,0.47847,Both
imifino,ukuphuza,semantic_within,food,0.288605,0.473163,Both
ungathi,wukuthi,cooccurrence,freq=2,0.441549,0.484929,Both
lokuphucula,engomeni,random_unrelated,,0.280236,0.228142,Both
uphakamise,ubambisene,morphological,class11,0.171231,0.362739,Both
uminnie,umphenyi,morphological,class1_singular,0.438693,0.523216,Both
uvuyani,ezisithwalela,random_unrelated,,0.293234,0.235941,Both
"shibiri,",ezimweni,random_unrelated,,0.218358,0.191015,Both
zenziwe,813),random_unrelated,,0.362578,0.277547,Both
ompilwenhle,zitshudeni,cooccurrence,freq=2,0.447322,0.488393,Both
abangafuni,abangasenayo,morphological,class2_plural,0.781284,0.72877,Both
imiyalezo,ukuthi,cooccurrence,freq=4,0.175113,0.325068,Both
iphezulu,icorona,morphological,class5_singular,0.424178,0.514507,Both
umkhakha,"umsebenzi,",morphological,class1_singular,0.257594,0.414556,Both
ezingomeyi/juni,zisencane.,random_unrelated,,0.287337,0.232402,Both
sizathu,"sethu,",random_unrelated,,0.611092,0.426655,Both
ukungenela,ukuvuselelwa,morphological,class15_infinitive,0.411142,0.506685,Both
emgwaqeni,ukumiswa,cooccurrence,freq=2,0.571903,0.563142,Both
"ezidumile,",ngomlando,cooccurrence,freq=10,0.66266,0.617596,Both
indoda,igwaba,random_unrelated,,0.436485,0.321891,Both
sabe,"anyuke,",random_unrelated,,0.308929,0.245358,Both
ikati,izinja,semantic_within,animals,0.622817,0.67369,Both
r10,uma,cooccurrence,freq=2,0.333948,0.420369,Both
ize,okuyingozi.,random_unrelated,,0.427467,0.31648,Both
uyasizakala.,uzofika,morphological,class11,0.489981,0.553988,Both
kokuphothulwa,199),random_unrelated,,0.485863,0.351518,Both
kunksz,"kahle,""",random_unrelated,,0.391415,0.294849,Both
abehlangabezana,uthe,cooccurrence,freq=4,0.348473,0.429084,Both
kufolda.,izibonelelo,random_unrelated,,0.494197,0.356518,Both
"ukubekezelelana,",ukhuthaza,morphological,class15_infinitive,0.384343,0.490606,Both
ukuziqeqesha,ukubalawula.,morphological,class15_infinitive,0.436402,0.521841,Both
bexhumana,beqopha,random_unrelated,,0.380607,0.288364,Both
kuphela,ngezinto,cooccurrence,freq=2,0.205428,0.343257,Both
usma,703),random_unrelated,,0.429854,0.317913,Both
amaphuzu,“okusemqoka,cooccurrence,freq=2,0.330071,0.418043,Both
kwezingane,zokufunda,cooccurrence,freq=2,0.398759,0.459256,Both
ihhotela,iqoshwe,morphological,class5_singular,0.303947,0.442368,Both
ithi,ntokazi,cooccurrence,freq=2,0.37654,0.445924,Both
okukhwabanisa,walicija,random_unrelated,,0.358866,0.27532,Both
"ehlobo,",000.,random_unrelated,,0.248804,0.209282,Both
iqukethe,ipolitiki,morphological,class5_singular,0.285861,0.431517,Both
"isithunzi,",isiveze,morphological,class7_singular,0.408863,0.505318,Both
abasondelene,ababemgxeka,morphological,class2_plural,0.715295,0.689177,Both
uvakashele,"ulamula,",morphological,class11,0.253976,0.412385,Both
ofanele,nemiphakathi.,random_unrelated,,0.353439,0.272063,Both
babhekene,ngizizwa,random_unrelated,,0.096899,0.118139,Both
itekisi,ukuhamba,semantic_within,transport,0.246489,0.447893,Both
ukuzilolonga,ukudweba,morphological,class15_infinitive,0.372817,0.48369,Both
ukuvuka,ukhuthaze,morphological,class15_infinitive,0.329703,0.457822,Both
umbono,bayahlala,random_unrelated,,0.179335,0.167601,Both
kuba,management,cooccurrence,freq=2,0.346292,0.427775,Both
idlalela,itshe,morphological,class5_singular,0.276524,0.425915,Both
udoti,"ulamula,",morphological,class11,0.460326,0.536195,Both
imfe,imsekela,morphological,class9_singular,0.370835,0.482501,Both
ngabesikhungo,ngezikhathi,random_unrelated,,0.26801,0.220806,Both
notee,zapika,cooccurrence,freq=2,0.683789,0.630273,Both
okuhlinza,ezihlonipha,random_unrelated,,0.293103,0.235862,Both
kulo,kuningi,cooccurrence,freq=2,0.384201,0.450521,Both
"ibhethri,",ivehicle,morphological,class5_singular,0.49129,0.554774,Both
inyuvesi,impumelelo,semantic_within,education,0.331308,0.498785,Both
ikhompiyutha,theknoloji,semantic_within,technology,0.647618,0.688571,Both
bephase,ezifundweni,cooccurrence,freq=4,0.564638,0.558783,Both
siyabhunga,benz,random_unrelated,,0.266023,0.219614,Both
ukulekelela,unina,cooccurrence,freq=2,0.502175,0.521305,Both
kuyona,premiership,cooccurrence,freq=2,0.428526,0.477116,Both
ziphumula,insindiso,random_unrelated,,0.225088,0.195053,Both
kuyolamula,sasebusuku,cooccurrence,freq=2,0.564069,0.558442,Both
browns,ayoziphendulela,random_unrelated,,0.35942,0.275652,Both
"ezayo,",okuzovulwa,cooccurrence,freq=2,0.462107,0.497264,Both
incwadi,ukubhala,semantic_within,education,0.529304,0.617582,Both
usushaya,uvusa,morphological,class11,0.304584,0.44275,Both
ikhofi,ihanjiswa,morphological,class5_singular,0.263473,0.418084,Both
izifiso,zokuphumelela,cooccurrence,freq=4,0.372287,0.443372,Both
emiphakathini,yokuphila,cooccurrence,freq=2,0.388596,0.453158,Both
bezobambisana,emkhakheni,cooccurrence,freq=2,0.514941,0.528965,Both
exolisa,"simhleka,",random_unrelated,,0.44018,0.324108,Both
uthabethe,ucabanga,random_unrelated,,0.200951,0.180571,Both
ukubuya,"ukuphepha,",morphological,class15_infinitive,0.302399,0.441439,Both
imingcele,"imigwaqo,",morphological,class3_plural,0.573903,0.604342,Both
ibhange,isikweletu,semantic_within,money,0.376285,0.525771,Both
izimpahla,iziteshi,morphological,class8_plural,0.500092,0.560055,Both
uhulumeni,isizwe,semantic_within,government,0.163324,0.397994,Both
ulayini,ulwazi.,morphological,class11,0.38753,0.492518,Both
ugcwele,ucotshelelwa,morphological,class11,0.414509,0.508706,Both
luthuli,"wasobuka,",cooccurrence,freq=2,0.491682,0.515009,Both
isitsha,ukuphuza,semantic_within,food,0.323362,0.494017,Both
nokuthobeka,yisigcino,random_unrelated,,0.319279,0.251567,Both
isikweletu,ilokishi,semantic_across,money_vs_places,0.257306,0.274383,Both
kukhona,umuntu,cooccurrence,freq=2,0.230221,0.358133,Both
"we-kwaito,",womculi,cooccurrence,freq=2,0.730062,0.658037,Both
"abangane,",lesikole,random_unrelated,,0.324934,0.254961,Both
iphuza,ithandwa,morphological,class5_singular,0.358758,0.475255,Both
ngokugqama,“ingoma,cooccurrence,freq=2,0.425263,0.475158,Both
uvezele,ulethe,morphological,class11,0.395053,0.497032,Both
lona,ngawo,cooccurrence,freq=4,0.426584,0.47595,Both
ukucebisa,ukuxoveka,morphological,class15_infinitive,0.49525,0.55715,Both
amaphupho,ukuba,cooccurrence,freq=2,0.234697,0.360818,Both
umuntu,umyalezo,morphological,class1_singular,0.252441,0.411465,Both
iyingane,mbatha,cooccurrence,freq=2,0.340325,0.424195,Both
abanye,bathatha,cooccurrence,freq=2,0.396086,0.457652,Both
nomengo,wayeyifuna.,cooccurrence,freq=2,0.660032,0.616019,Both
ukuqhakaza,zasethekwini,cooccurrence,freq=2,0.57012,0.562072,Both
ziphakamisa,idume,random_unrelated,,0.268026,0.220816,Both
umyalelo,ngixolele,random_unrelated,,0.338704,0.263222,Both
"amabhuleki,",nezithelo.,random_unrelated,,0.32209,0.253254,Both
ngaphesheya,ngisanda,random_unrelated,,0.363721,0.278232,Both
yindlala.,sokuhlakaza,random_unrelated,,0.236505,0.201903,Both
ukubaluleka,ukusiza,morphological,class15_infinitive,0.367134,0.48028,Both
isitayela,efuna,random_unrelated,,0.206389,0.183834,Both
kwezithiyo,ophikelela,cooccurrence,freq=2,0.363879,0.438328,Both
febhuwari,school,cooccurrence,freq=2,0.691383,0.63483,Both
ibihlezi,ikhulise,morphological,class5_singular,0.261274,0.416764,Both
abasiza,abawu-20,cooccurrence,freq=2,0.732041,0.659225,Both
ubisi,imifino,semantic_within,food,0.337018,0.502211,Both
ibihlezi,ihehe,morphological,class5_singular,0.502474,0.561485,Both
ukuleyo,ngomculo,random_unrelated,,0.399234,0.29954,Both
wabhodla,waphonseka,cooccurrence,freq=2,0.606934,0.58416,Both
ukushesha,"ukuphumula,",morphological,class15_infinitive,0.38464,0.490784,Both
522),emshadweni.,cooccurrence,freq=2,0.773843,0.684306,Both
bethenjiwe,kuleli,cooccurrence,freq=2,0.38438,0.450628,Both
izibuko,"izibani,",morphological,class8_plural,0.531883,0.57913,Both
726),"kwezokuvakasha,",random_unrelated,,0.280835,0.228501,Both
unina,usushaya,morphological,class11,0.364334,0.4786,Both
unksz,ubuhlungu,morphological,class11,0.294825,0.436895,Both
aveza,wonke,cooccurrence,freq=2,0.321481,0.412889,Both
ziwabambe,hlobo,random_unrelated,,0.335965,0.261579,Both
izimbewu,relations,random_unrelated,,0.264515,0.218709,Both
elisihloko,ukusiza,random_unrelated,,0.171795,0.163077,Both
umfula,imifula,semantic_within,nature,0.74555,0.74733,Both
ulwimi,ugxile,morphological,class11,0.46716,0.540296,Both
"kwabafundi,",zingahlala,random_unrelated,,0.204142,0.182485,Both
ivuma,kwi-podcast,random_unrelated,,0.57293,0.403758,Both
uqinisekisile,ulethe,morphological,class11,0.369782,0.481869,Both
isivinini,isisindo,morphological,class7_singular,0.669199,0.661519,Both
njengoba,umkhumbi,cooccurrence,freq=2,0.224026,0.354415,Both
uqinisa,ushukela,morphological,class11,0.212212,0.387327,Both
ukonga,inhlamvu,semantic_across,money_vs_police_law,0.310636,0.306382,Both
izingxabano,izimpendulo,morphological,class8_plural,0.377377,0.486426,Both
isifo,impilo,semantic_within,health,0.413124,0.547874,Both
ijabule,ithuluzi,morphological,class5_singular,0.528388,0.577033,Both
ukwelapha,ihhotela,semantic_across,health_vs_places,0.381124,0.348674,Both
ukubhalansa,"ukuliphuza,",morphological,class15_infinitive,0.564357,0.598614,Both
asebenzisa,ezinukelela,cooccurrence,freq=2,0.311525,0.406915,Both
impilo,ukugula,semantic_within,health,0.312474,0.487485,Both
esicacile,sobumqoka,cooccurrence,freq=2,0.590405,0.574243,Both
uju,ungahamba,morphological,class11,0.289944,0.433967,Both
ukulungiselela,ukungabi,morphological,class15_infinitive,0.461543,0.536926,Both
bayabamba,kwixr,random_unrelated,,0.392351,0.295411,Both
amadokhumenti,ama-akhawunti,morphological,class6_plural,0.611545,0.626927,Both
ivume,ibhethri,morphological,class5_singular,0.375698,0.485419,Both
nendlela,ngezindleba,random_unrelated,,0.277343,0.226406,Both
izibonelelo,izikhotha.,morphological,class8_plural,0.352409,0.471445,Both
iyaholela,ifaka,morphological,class5_singular,0.304031,0.442419,Both
eyenzelwe,noxhaxha,random_unrelated,,0.258365,0.215019,Both
ne-life,"wemoto,",random_unrelated,,0.287049,0.232229,Both
eshalofini,abaqondayo,random_unrelated,,0.317465,0.250479,Both
abaphumelelayo.,187),random_unrelated,,0.426167,0.3157,Both
ihhovisi,ijaji,morphological,class5_singular,0.609565,0.625739,Both
amalungelo,zonke,cooccurrence,freq=2,0.207504,0.344502,Both
isibhamu,inhlamvu,semantic_within,police_law,0.762013,0.757208,Both
inkonzo,izoba,cooccurrence,freq=2,0.51924,0.531544,Both
ubanike,usungathi,morphological,class11,0.450041,0.530025,Both
uma,u-hewlett,morphological,class11,0.315509,0.449306,Both
amazambane,isitsha,semantic_within,food,0.417798,0.550679,Both
ezifanele,"zasendlini,",cooccurrence,freq=2,0.511689,0.527013,Both
emhlabeni,kuhle,cooccurrence,freq=12,0.261513,0.376908,Both
ngekhwalithi,sekhefu.,random_unrelated,,0.36066,0.276396,Both
nabantu,wumsakazi,random_unrelated,,0.249761,0.209857,Both
kokubili,management,cooccurrence,freq=2,0.463848,0.498309,Both
ufeza,unciphisa,morphological,class11,0.27055,0.42233,Both
yayinesivinini,"ezinkingeni,",random_unrelated,,0.217752,0.190651,Both
party,naphezu,random_unrelated,,0.31454,0.248724,Both
ubuyela,uyogubha,morphological,class11,0.314915,0.448949,Both
kusho,uthebe.,cooccurrence,freq=2,0.487406,0.512443,Both
ukuthatha,ukhozi,morphological,class15_infinitive,0.314235,0.448541,Both
uwafake,uzohlangana,morphological,class11,0.365378,0.479227,Both
ubuhle,yawo,cooccurrence,freq=26,0.368254,0.440952,Both
"ama-video,”",ongaqali,cooccurrence,freq=2,0.595478,0.577287,Both
sizungeze,ogandaganda,random_unrelated,,0.356859,0.274115,Both
benengoma,wokwakha.,random_unrelated,,0.376682,0.286009,Both
ngokungemthetho.,ngesonto,random_unrelated,,0.420585,0.312351,Both
uxhuma,unhlamulo,morphological,class11,0.446331,0.527799,Both
ikhukhamba,ukuphuza,semantic_within,food,0.439705,0.563823,Both
elwa,nezingane,cooccurrence,freq=2,0.327805,0.416683,Both
obuhle.,ungathini,random_unrelated,,0.218568,0.191141,Both
sokuhosha,ezingekho.,random_unrelated,,0.12861,0.137166,Both
ibhakede.,ibheyili,morphological,class5_singular,0.602608,0.621565,Both
inyuvesi,umtapo,semantic_within,education,0.304903,0.482942,Both
ikati,ihlosi,semantic_within,animals,0.772872,0.763723,Both
ephezulu,ezithenga,random_unrelated,,0.293718,0.236231,Both
udoti,unalo,morphological,class11,0.434481,0.520689,Both
yijaji,lokuqotha,random_unrelated,,0.517114,0.370268,Both
safety,"wetheku,",cooccurrence,freq=2,0.561881,0.557128,Both
"usebenza,",ulindele,morphological,class11,0.213149,0.38789,Both
iyamlahla,i-kaizer,morphological,class5_singular,0.432131,0.519279,Both
umsakazo,theknoloji,semantic_within,technology,0.352062,0.511237,Both
phakathi,umfula,cooccurrence,freq=54,0.469787,0.501872,Both
"ibhethri,",ibrothers,morphological,class5_singular,0.498033,0.55882,Both
bomsebenzi,okufakazela,cooccurrence,freq=2,0.397669,0.458601,Both
umfundi,"yakhe,",cooccurrence,freq=2,0.456537,0.493922,Both
itheku,"yekhofi,",random_unrelated,,0.509201,0.36552,Both
uthando,uvamise,morphological,class11,0.232301,0.399381,Both
ayesebenza,lokuvala,random_unrelated,,0.24719,0.208314,Both
ngo-2012,yingoma,random_unrelated,,0.356472,0.273883,Both
ingoma,icwecwe,semantic_within,music,0.624668,0.674801,Both
sika-r50,sinabafundi,random_unrelated,,0.467687,0.340612,Both
nenhlalo,amakhono,random_unrelated,,0.176514,0.165908,Both
bayazijwayeza,"ezikoleni,",cooccurrence,freq=14,0.592617,0.57557,Both
senkantolo.,thabo,random_unrelated,,0.548505,0.389103,Both
ulungiselela,upikwe,morphological,class11,0.152614,0.351568,Both
ukubonakala,ukuhlale,morphological,class15_infinitive,0.261668,0.417001,Both
bangaphezu,kubalulekile,random_unrelated,,0.338763,0.263258,Both
izobiza,"sonto,",random_unrelated,,0.210806,0.186483,Both
kungcono,ngizilungise.,cooccurrence,freq=2,0.546938,0.548163,Both
502),emitholampilo,random_unrelated,,0.258825,0.215295,Both
uyamvumela,uzisayinele,morphological,class11,0.440926,0.524556,Both
esikwazi,isibonelo,random_unrelated,,0.390845,0.294507,Both
cross,ephumelelayo.,random_unrelated,,0.147161,0.148296,Both
iphepha,impumelelo,semantic_within,education,0.318978,0.491387,Both
aqapha,"kwezikafaro,",random_unrelated,,0.353538,0.272123,Both
"uhlabisa,odabuka",usebenzela,morphological,class11,0.315041,0.449025,Both
"bezokweseka,”",ngobuningi,cooccurrence,freq=2,0.47874,0.507244,Both
abasha.',ngokukhuthaza,random_unrelated,,0.285686,0.231412,Both
isitimela,ukuhamba,semantic_within,transport,0.298833,0.4793,Both
buthelezi,kwamashumi,random_unrelated,,0.332966,0.25978,Both
akudingi,babikele,random_unrelated,,0.116571,0.129943,Both
imoto,indiza,semantic_within,transport,0.479991,0.587995,Both
ukucubungula,naseziphuzweni,random_unrelated,,0.314836,0.248902,Both
abathandi,abacindezelekayo,morphological,class2_plural,0.423038,0.513823,Both
uxhaso.,uwela,morphological,class11,0.376693,0.486016,Both
izindawo,nokudlisa,cooccurrence,freq=2,0.264457,0.378674,Both
ushaywe,ubuntu.,morphological,class11,0.301306,0.440784,Both
abadala,amakhadi,cooccurrence,freq=2,0.318266,0.410959,Both
ilokishi,"ndlovu,",random_unrelated,,0.24911,0.209466,Both
98),emshadweni.,cooccurrence,freq=2,0.805896,0.703537,Both
ufune,u-r500,morphological,class11,0.474739,0.544843,Both
ibibukeka,ithatha,morphological,class5_singular,0.300834,0.440501,Both
abayifuneli,bona,cooccurrence,freq=2,0.533475,0.540085,Both
"abafundi,",abamanje,morphological,class2_plural,0.387915,0.492749,Both
inhlangano,ingifikisa,morphological,class9_singular,0.380125,0.488075,Both
amaphoyisa,ukuphepha,cooccurrence,freq=2,0.310216,0.406129,Both
ulwazi,ucingo,morphological,class11,0.331228,0.458737,Both
iletha,i-corolla,morphological,class5_singular,0.401991,0.501194,Both
ukudla,ikhukhamba,semantic_within,food,0.187472,0.412483,Both
amantombazane,luhlale,random_unrelated,,0.211642,0.186985,Both
eyi-four,kunecountryman,cooccurrence,freq=2,0.788351,0.693011,Both
537),zinyanga,random_unrelated,,0.30932,0.245592,Both
inja,izinkomo,semantic_within,animals,0.362988,0.517793,Both
baboshwe,abashayeli,random_unrelated,,0.384315,0.290589,Both
nokuqasha,kanjengoba,random_unrelated,,0.168847,0.161308,Both
ivulekile,ibimhlophe.,morphological,class5_singular,0.306172,0.443703,Both
izinja,imidlalo,semantic_across,animals_vs_sport,0.153849,0.212309,Both
904),zonke,cooccurrence,freq=2,0.618695,0.591217,Both
ukwethembana,ukufudumala,morphological,class15_infinitive,0.229726,0.397835,Both
elichaza,imiyalelo.,random_unrelated,,0.354689,0.272813,Both
ahlaza,amaqabunga,cooccurrence,freq=8,0.651042,0.610625,Both
kumfundisa,ukarabo,random_unrelated,,0.20924,0.185544,Both
27,comrades,random_unrelated,,0.632313,0.439388,Both
uphendule,wathi,cooccurrence,freq=2,0.475051,0.505031,Both
ubengalishiyile,uqala,morphological,class11,0.350782,0.470469,Both
"ukuzibamba,",ukuphambuka,morphological,class15_infinitive,0.505749,0.563449,Both
behlanganyela,izimfihlo,cooccurrence,freq=4,0.575718,0.565431,Both
"izinhlanzi,",izwa,morphological,class8_plural,0.387586,0.492551,Both
udweshu,ujacob,morphological,class11,0.458485,0.535091,Both
